,"('vi', 100)","('pi', 100)","('vi', 200)","('pi', 200)","('vi', 300)","('pi', 300)","('vi', 400)","('pi', 400)","('vi', 500)","('pi', 500)","('vi', 600)","('pi', 600)","('vi', 700)","('pi', 700)","('vi', 800)","('pi', 800)","('vi', 900)","('pi', 900)","('vi', 1000)","('pi', 1000)"
419,,,,,,,,,3763.345051434628,3763.3458927935985,1249.3517574972889,1249.3525988562608,416.7594438667144,416.7602852256856,141.0188671561718,141.0197085151428,50.226472941924186,50.22649199667998,50.226472941924186,50.22649199667998
420,,,,,,,,,3805.11403847008,3805.114879829051,1263.1849437821209,1263.1857851410928,421.3407626003567,421.3416039593293,142.5361228995036,142.5369642584746,50.226472941924186,50.22649199667998,50.226472941924186,50.22649199667998
421,,,,,,,,,3847.3471675946093,3847.348008953579,1277.1718461236862,1277.1726874826577,425.9729895077149,425.9738308666859,144.07023857409897,144.07107993307002,50.70878682135869,50.70962818032987,50.226472941924186,50.22649199667998
422,,,,,,,,,3890.0495964118436,3890.0504377708157,1291.3141726335962,1291.3150139925683,430.6566902866296,430.6575316456008,145.62140152957542,145.62224288854623,51.22250591402002,51.223347272991106,50.226472941924186,50.22649199667998
423,,,,,,,,,3933.226539837322,3933.227381196296,1305.613650404204,1305.614491763176,435.39243692105845,435.39327828003013,147.18980119740053,147.19064255637215,51.741933516027345,51.742774874998446,50.226472941924186,50.22649199667998
424,,,,,,,,,3976.8832707353677,3976.884112094342,1320.072025719529,1320.0728670785,440.1808077509065,440.18164910987895,148.77562911403018,148.77647047300124,52.267133061034244,52.26797442000534,50.226472941924186,50.22649199667998
425,,,,,,,,,4021.0251205630275,4021.025961922001,1334.6910642685052,1334.691905627475,445.0223875426672,445.0232289016389,150.37907894429398,150.37992030326512,52.798168687576904,52.79901004654801,50.226472941924186,50.22649199667998
426,,,,,,,,,4065.657480021125,4065.658321380094,1349.472551360627,1349.473392719596,449.91776756082646,449.9186089197992,152.00034650505063,152.00118786402226,53.33510524690651,53.3359466058777,50.226472941924186,50.22649199667998
427,,,,,,,,,4110.785799712633,4110.7866410716,1364.4182921439515,1364.419133502923,454.86754564007674,454.86838699905,153.63962978909913,153.64047114807067,53.878008310909706,53.878849669880864,50.226472941924186,50.22649199667998
428,,,,,,,,,4156.4155908082785,4156.41643216725,1379.5301118255832,1379.5309531845558,459.8723262583218,459.8731676172947,155.29712898935847,155.2979703483298,54.426944180115285,54.427785539086564,50.226472941924186,50.22649199667998
429,,,,,,,,,4202.552425719606,4202.553267078575,1394.8098558945296,1394.8106972535004,464.9327206104989,464.9335619694707,156.97304652331573,156.97388788228713,54.98197989179237,54.982821250763386,50.226472941924186,50.22649199667998
430,,,,,,,,,4249.20193877946,4249.202780138428,1410.2593903471106,1410.2602317060805,470.049346683213,470.0501880421846,158.66758705774643,158.6684284167183,55.54318322813571,55.544024587106854,50.226472941924186,50.22649199667998
431,,,,,,,,,4296.369826930084,4296.370668289058,1425.8806019148196,1425.8814432737943,475.2228293302183,475.2236706891896,160.38095753370843,160.3817988926794,56.110622724544484,56.11146408351582,50.226472941924186,50.22649199667998
432,,,,,,,,,4344.061850418854,4344.062691777823,1441.6753982947466,1441.6762396537188,480.4538003487162,480.4546417076885,162.11336719181222,162.11420855078353,56.684367677991816,56.68520903696315,50.226472941924186,50.22649199667998
433,,,,,,,,,4392.283833501701,4392.284674860675,1457.645708382535,1457.6465497415054,485.7428985565188,485.74373991549015,163.8650275977781,163.8658689567496,57.26448815548697,57.265329514458166,50.226472941924186,50.22649199667998
434,,,,,,,,,4441.041665154416,4441.042506513386,1473.7934825079665,1473.7943238669368,491.0907698700566,491.09161122902884,165.63615266826804,165.6369940272396,57.851055002631995,57.85189636160329,50.226472941924186,50.22649199667998
435,,,,,,,,,4490.341299791791,4490.342141150764,1490.12069267311,1490.1215340320787,496.49806738326464,496.4989087422372,167.42695869701507,167.4278000559865,58.44413985227482,58.44498121124578,50.226472941924186,50.22649199667998
436,,,,,,,,,4540.188757994822,4540.189599353791,1506.6293327931712,1506.6301741521422,501.9654514473371,501.96629280631004,169.23766438123104,169.2385057402021,59.043815133255265,59.044656492226515,50.226472941924186,50.22649199667998
