,Reward,Error,Time,Max V,Mean V,Alpha,Epsilon
290,-0.1,0.0019900000000000057,1.6054248809814453,1.0,0.036326535203199374,0.01,0.7481550048510686
291,-0.1,0.10100072805201508,1.60552978515625,1.0,0.036326523937798824,0.01,0.7474068498462175
292,-0.1,6.58632812645764e-11,1.605602741241455,1.0,0.036326523938827945,0.01,0.7466594429963713
293,-0.1,0.0,1.6056828498840332,1.0,0.036326523938827945,0.01,0.745912783553375
294,0.0,0.0,1.605802059173584,1.0,0.036326523938827945,0.01,0.7451668707698216
295,0.0,0.0,1.6161909103393555,1.0,0.036326523938827945,0.01,0.7444217038990517
296,0.0,0.0,1.6162388324737549,1.0,0.036326523938827945,0.01,0.7436772821951526
297,0.0,0.0,1.6265208721160889,1.0,0.036326523938827945,0.01,0.7429336049129575
298,0.0,0.0,1.6429059505462646,1.0,0.036326523938827945,0.01,0.7421906713080445
299,-0.1,0.1,1.643010139465332,1.0,0.034764023938827944,0.01,0.7414484806367364
300,-0.1,0.0010000989999999904,1.6431419849395752,1.0,0.034779650485702945,0.01,0.7407070321560997
301,0.0,0.0011183894016815418,1.6650569438934326,1.0,0.0347846248827985,0.01,0.7399663251239436
302,0.0,0.0,1.6751348972320557,1.0,0.0347846248827985,0.01,0.7392263587988196
303,-0.1,0.0019900000000000057,1.675224781036377,1.0,0.0347846248827985,0.01,0.7384871324400207
304,0.0,0.0,1.6752650737762451,1.0,0.0347846248827985,0.01,0.7377486453075807
305,0.0,0.0,1.6753158569335938,1.0,0.0347846248827985,0.01,0.737010896662273
306,0.0,0.0,1.684952735900879,1.0,0.0347846248827985,0.01,0.7362738857656108
307,0.0,0.0,1.6917288303375244,1.0,0.0347846248827985,0.01,0.7355376118798452
308,0.0,0.0,1.702725887298584,1.0,0.0347846248827985,0.01,0.7348020742679654
309,0.0,0.0,1.7027828693389893,1.0,0.0347846248827985,0.01,0.7340672721936974
310,0.0,0.0,1.7139170169830322,1.0,0.0347846248827985,0.01,0.7333332049215037
311,-0.1,0.1,1.7140660285949707,1.0,0.0347846248827985,0.01,0.7325998717165821
312,-0.1,0.10000000006925759,1.7141258716583252,1.0,0.034784624883880656,0.01,0.7318672718448656
313,0.0,0.0,1.72312593460083,1.0,0.034784624883880656,0.01,0.7311354045730207
314,0.0,0.0,1.7347767353057861,1.0,0.034784624883880656,0.01,0.7304042691684477
315,0.0,0.0,1.734818935394287,1.0,0.034784624883880656,0.01,0.7296738648992792
316,0.0,0.0,1.742809772491455,1.0,0.034784624883880656,0.01,0.7289441910343799
317,0.0,0.0,1.7506818771362305,1.0,0.034784624883880656,0.01,0.7282152468433455
318,0.0,0.0,1.7651667594909668,1.0,0.034784624883880656,0.01,0.7274870315965022
319,-0.1,0.0009900000000000048,1.7652428150177002,1.0,0.034784624883880656,0.01,0.7267595445649057
320,0.0,0.00410474253244884,1.787503957748413,1.0,0.03480535646846416,0.01,0.7260327850203407
321,0.0,0.002958947186485001,1.8017590045928955,1.0,0.034823464595235096,0.01,0.7253067522353204
322,1.0,0.006103862826023362,1.8019640445709229,1.0,0.03482502709523509,0.01,0.724581445483085
323,-0.1,0.006003862826023373,1.802016019821167,1.0,0.03482502709523509,0.01,0.723856864037602
324,0.0,0.0,1.8020539283752441,1.0,0.03482502709523509,0.01,0.7231330071735643
325,0.0,0.0,1.802093744277954,1.0,0.03482502709523509,0.01,0.7224098741663908
326,0.0,0.1154880204466035,1.8297019004821777,1.0,0.03549643191596033,0.01,0.7216874642922244
327,-0.1,0.0,1.8297491073608398,1.0,0.03549643191596033,0.01,0.7209657768279322
328,-0.1,0.1,1.8297929763793945,1.0,0.03549643191596033,0.01,0.7202448110511043
329,-0.1,0.001108397366037541,1.8299877643585205,1.0,0.035497548088477965,0.01,0.7195245662400531
330,0.0,0.0,1.8387179374694824,1.0,0.035497548088477965,0.01,0.7188050416738131
331,-0.1,0.0031923231225088073,1.8390758037567139,1.0,0.0355001317416324,0.01,0.7180862366321393
332,0.0,0.0,1.8478667736053467,1.0,0.0355001317416324,0.01,0.7173681503955072
333,0.0,0.0,1.8587439060211182,1.0,0.0355001317416324,0.01,0.7166507822451117
334,0.0,0.0012008827920919848,1.8729219436645508,1.0,0.035506555203784346,0.01,0.7159341314628666
