,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__n_neighbors,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,mean_train_score,std_train_score
12,0.003368536631266276,3.313093795945205e-05,0.011645317077636719,0.000175684027357794,49,{'model__n_neighbors': 49},0.7415730337078652,0.7153558052434457,0.7030075187969925,0.7199787859161012,0.016080084946085642,12,1.0,1.0,1.0,1.0,0.0
0,0.0032264391581217446,6.0836876395083286e-05,0.008449077606201172,0.00018880112219528503,1,{'model__n_neighbors': 1},0.6779026217228464,0.6779026217228464,0.6616541353383458,0.6724864595946795,0.00765960993766511,13,1.0,1.0,1.0,1.0,0.0
1,0.003215789794921875,8.15607622304066e-05,0.008713960647583008,8.846839354315718e-05,5,{'model__n_neighbors': 5},0.7191011235955056,0.6966292134831461,0.6766917293233082,0.6974740221339867,0.017323865174494073,12,1.0,1.0,1.0,1.0,0.0
2,0.003213008244832357,9.486170296423673e-05,0.009145339330037435,0.0001316586357279155,9,{'model__n_neighbors': 9},0.7453183520599251,0.7303370786516854,0.7030075187969925,0.7262209831695343,0.017516817335816826,4,1.0,1.0,1.0,1.0,0.0
3,0.0033145745595296225,3.115194181206964e-05,0.009524027506510416,0.00015764094299067298,13,{'model__n_neighbors': 13},0.7602996254681648,0.7228464419475655,0.7218045112781954,0.7349835262313086,0.017906238490308455,1,1.0,1.0,1.0,1.0,0.0
4,0.0033693313598632812,4.2276573553613586e-05,0.010042667388916016,9.396616324028349e-05,17,{'model__n_neighbors': 17},0.7640449438202247,0.7078651685393258,0.7218045112781954,0.7312382078792486,0.023885668804028592,2,1.0,1.0,1.0,1.0,0.0
5,0.0032890637715657554,1.437031053199222e-05,0.010116656621297201,0.00012782413370720087,21,{'model__n_neighbors': 21},0.7565543071161048,0.7265917602996255,0.7105263157894737,0.731224127735068,0.01907420802084706,3,1.0,1.0,1.0,1.0,0.0
6,0.0032802422841389975,3.7091951234267544e-05,0.010126988093058268,9.34613669992768e-05,25,{'model__n_neighbors': 25},0.7453183520599251,0.7228464419475655,0.7030075187969925,0.723724104268161,0.017284470317072993,5,1.0,1.0,1.0,1.0,0.0
7,0.0033979415893554688,0.00014575196802616043,0.010627349217732748,0.0002536841153002052,29,{'model__n_neighbors': 29},0.7453183520599251,0.700374531835206,0.6992481203007519,0.714980334731961,0.021457146009043637,6,1.0,1.0,1.0,1.0,0.0
8,0.0035739739735921225,0.00015539641036477143,0.011528968811035156,0.00030396383507416843,33,{'model__n_neighbors': 33},0.7415730337078652,0.7116104868913857,0.6917293233082706,0.7149709479691738,0.020486880201585265,7,1.0,1.0,1.0,1.0,0.0
9,0.0034697850545247397,6.594399112844034e-05,0.011270920435587565,0.0001885439622747653,37,{'model__n_neighbors': 37},0.7228464419475655,0.7153558052434457,0.6917293233082706,0.7099771901664272,0.013260615702473636,10,1.0,1.0,1.0,1.0,0.0
10,0.0034281412760416665,3.783041687218282e-05,0.01143026351928711,0.00024099208766964854,41,{'model__n_neighbors': 41},0.7228464419475655,0.7228464419475655,0.6842105263157895,0.7099678034036402,0.018213145293720114,11,1.0,1.0,1.0,1.0,0.0
11,0.0033636093139648438,0.00010570434087854878,0.011258443196614584,1.8543932171095012e-05,45,{'model__n_neighbors': 45},0.7191011235955056,0.7153558052434457,0.6954887218045113,0.7099818835478208,0.01036164901219455,9,1.0,1.0,1.0,1.0,0.0
12,0.003275632858276367,9.781866178011426e-05,0.011269728342692057,4.539117967072133e-05,49,{'model__n_neighbors': 49},0.7228464419475655,0.7116104868913857,0.6992481203007519,0.7112350163799009,0.00963763213365068,8,1.0,1.0,1.0,1.0,0.0
0,0.0031992594401041665,2.9979075697439482e-05,0.008226712544759115,1.4257794279519796e-05,1,{'model__n_neighbors': 1},0.6741573033707865,0.6554307116104869,0.6466165413533834,0.6587348521115522,0.011483652190915955,13,1.0,1.0,1.0,1.0,0.0
1,0.003175020217895508,9.358245597237669e-06,0.008652766545613607,4.403126356522317e-05,5,{'model__n_neighbors': 5},0.7303370786516854,0.7153558052434457,0.7518796992481203,0.7325241943810837,0.014990804175149345,7,1.0,1.0,1.0,1.0,0.0
2,0.0034079551696777344,0.00018476809214011905,0.009338617324829102,0.00014473886436009578,9,{'model__n_neighbors': 9},0.7490636704119851,0.7453183520599251,0.7293233082706767,0.741235110247529,0.008560573272913265,3,1.0,1.0,1.0,1.0,0.0
3,0.003403345743815104,9.844509429886736e-05,0.009759267171223959,3.452837388938076e-05,13,{'model__n_neighbors': 13},0.7565543071161048,0.7565543071161048,0.7556390977443609,0.7562492373255235,0.00043143383531041383,1,1.0,1.0,1.0,1.0,0.0
4,0.003232240676879883,5.3086561579001705e-05,0.009536663691202799,9.06785677442559e-05,17,{'model__n_neighbors': 17},0.7453183520599251,0.7378277153558053,0.7518796992481203,0.7450085888879503,0.005740878431303231,2,1.0,1.0,1.0,1.0,0.0
5,0.003205458323160807,2.6407720357032918e-05,0.009879430135091146,0.00010596668054091352,21,{'model__n_neighbors': 21},0.7340823970037453,0.7228464419475655,0.7443609022556391,0.7337632470689833,0.008786140339480218,5,1.0,1.0,1.0,1.0,0.0
6,0.0034581820170084634,0.00021035981073616993,0.01040196418762207,0.00010356207116420343,25,{'model__n_neighbors': 25},0.7490636704119851,0.7265917602996255,0.7293233082706767,0.7349929129940959,0.01001182631738932,4,1.0,1.0,1.0,1.0,0.0
7,0.003473361333211263,0.0001641271759151483,0.010926961898803711,0.00035950491302770056,29,{'model__n_neighbors': 29},0.7453183520599251,0.7303370786516854,0.7218045112781954,0.7324866473299353,0.009719076129071063,8,1.0,1.0,1.0,1.0,0.0
8,0.003723621368408203,0.000271612866130221,0.012060085932413736,0.001269038385783563,33,{'model__n_neighbors': 33},0.7415730337078652,0.7340823970037453,0.7255639097744361,0.7337397801620155,0.006540186134158109,6,1.0,1.0,1.0,1.0,0.0
9,0.0035092830657958984,2.0908462082424608e-05,0.011276006698608398,0.00011426843121720349,37,{'model__n_neighbors': 37},0.7340823970037453,0.7191011235955056,0.7293233082706767,0.7275022762899758,0.006250160336031876,10,1.0,1.0,1.0,1.0,0.0
10,0.003422896067301432,8.854895842586499e-05,0.011118729909261068,5.619141457131929e-05,41,{'model__n_neighbors': 41},0.7490636704119851,0.704119850187266,0.7255639097744361,0.7262491434578956,0.018354634346647136,11,1.0,1.0,1.0,1.0,0.0
11,0.0034366448720296225,0.00014358029691877077,0.01162862777709961,0.00018496191088025857,45,{'model__n_neighbors': 45},0.7415730337078652,0.7078651685393258,0.7330827067669173,0.7275069696713694,0.014314833254916842,9,1.0,1.0,1.0,1.0,0.0
12,0.003515958786010742,7.704597614677248e-05,0.011926571528116861,9.886570681004444e-05,49,{'model__n_neighbors': 49},0.7415730337078652,0.7078651685393258,0.7218045112781954,0.7237475711751289,0.0138295976050742,12,1.0,1.0,1.0,1.0,0.0
0,0.003440697987874349,8.382785788913889e-05,0.00859371821085612,0.00015377059845457,1,{'model__n_neighbors': 1},0.6853932584269663,0.700374531835206,0.6654135338345865,0.683727108032253,0.01432131018571472,13,1.0,1.0,1.0,1.0,0.0
1,0.0033565362294514975,4.45727272742949e-05,0.009129683176676432,0.00023389663265642677,5,{'model__n_neighbors': 5},0.6853932584269663,0.7415730337078652,0.7180451127819549,0.7150038016389288,0.023035899052776965,12,1.0,1.0,1.0,1.0,0.0
2,0.0035316944122314453,0.0003249228600736495,0.009606679280598959,0.0005363195539038208,9,{'model__n_neighbors': 9},0.7490636704119851,0.7528089887640449,0.7218045112781954,0.7412257234847418,0.013817729313418273,6,1.0,1.0,1.0,1.0,0.0
3,0.003468036651611328,0.00010905732488327941,0.009802897771199545,0.00019978218726875478,13,{'model__n_neighbors': 13},0.7715355805243446,0.7565543071161048,0.7406015037593985,0.7562304637999494,0.012630859886140195,1,1.0,1.0,1.0,1.0,0.0
4,0.003370364507039388,2.95050952196031e-05,0.010133186976114908,0.00012584200479317799,17,{'model__n_neighbors': 17},0.7640449438202247,0.7415730337078652,0.7406015037593985,0.7487398270958295,0.01082961729304454,2,1.0,1.0,1.0,1.0,0.0
5,0.00339508056640625,5.999721945873432e-05,0.010327498118082682,0.0002605499736862975,21,{'model__n_neighbors': 21},0.7528089887640449,0.7453183520599251,0.7443609022556391,0.7474960810265364,0.003777072852742823,3,1.0,1.0,1.0,1.0,0.0
6,0.003994385401407878,0.0002609904442529518,0.010711034138997396,0.00021051918014093867,25,{'model__n_neighbors': 25},0.7528089887640449,0.7415730337078652,0.7443609022556391,0.7462476415758497,0.00477713376080568,4,1.0,1.0,1.0,1.0,0.0
7,0.003466049830118815,8.438543357358543e-05,0.010731220245361328,0.00010053747090011345,29,{'model__n_neighbors': 29},0.7415730337078652,0.7415730337078652,0.7406015037593985,0.7412491903917097,0.0004579836097910901,5,1.0,1.0,1.0,1.0,0.0
8,0.0034373601277669272,5.0460071746969586e-05,0.010887066523234049,0.00014985922176037093,33,{'model__n_neighbors': 33},0.7415730337078652,0.7378277153558053,0.7218045112781954,0.733735086780622,0.00857363502270747,7,1.0,1.0,1.0,1.0,0.0
9,0.0035047531127929688,9.277230160628503e-05,0.011144002278645834,0.0002552111239485607,37,{'model__n_neighbors': 37},0.7340823970037453,0.7303370786516854,0.7142857142857143,0.726235063313715,0.008586697426224877,9,1.0,1.0,1.0,1.0,0.0
10,0.003963867823282878,0.0007725235188016893,0.011748075485229492,0.00076408248452259,41,{'model__n_neighbors': 41},0.7340823970037453,0.7265917602996255,0.7180451127819549,0.7262397566951085,0.006551923443072094,8,1.0,1.0,1.0,1.0,0.0
11,0.003378629684448242,5.0157512218426875e-05,0.011421680450439453,0.00014948825897010017,45,{'model__n_neighbors': 45},0.7265917602996255,0.7228464419475655,0.7180451127819549,0.7224944383430486,0.003498020950101228,10,1.0,1.0,1.0,1.0,0.0
12,0.0033693313598632812,4.1460618446465656e-05,0.011810382207234701,0.0001570424328406067,49,{'model__n_neighbors': 49},0.7340823970037453,0.7191011235955056,0.7142857142857143,0.7224897449616551,0.008429678828675928,11,1.0,1.0,1.0,1.0,0.0
